CustomerID,Age,Tenure_Months,MonthlyCharges,Contract,InternetService,TechSupport,PaymentMethod,NumSupportCalls,Churn
CUST1669,67.0,12,55.34,One Year,DSL,No,Credit Card,0,0
CUST1670,54.0,46,43.69,One Year,No,Yes,Bank Transfer,2,0
CUST1671,35.0,34,98.05,Month-to-Month,DSL,No,Mailed Check,1,1
CUST1672,43.0,49,47.48,Month-to-Month,Fiber Optic,Yes,Mailed Check,2,0
CUST1673,66.0,45,102.26,Month-to-Month,Fiber Optic,Yes,Mailed Check,1,1
CUST1674,71.0,27,62.37,Month-to-Month,Fiber Optic,No,Bank Transfer,2,1
CUST1675,33.0,26,86.75,Month-to-Month,Fiber Optic,Yes,Mailed Check,2,0
CUST1676,25.0,47,29.55,Month-to-Month,Fiber Optic,Yes,Electronic Check,0,0
CUST1677,41.0,56,82.39,Two Year,Fiber Optic,Yes,Mailed Check,3,0
CUST1678,30.0,63,65.18,Two Year,No,No,Mailed Check,0,1
CUST1679,46.0,48,78.66,Month-to-Month,DSL,No,Bank Transfer,3,1
CUST1680,49.0,61,36.8,Two Year,Fiber Optic,No,Mailed Check,2,1
CUST1681,41.0,26,93.69,Month-to-Month,No,Yes,Credit Card,1,0
CUST1682,33.0,36,106.28,Month-to-Month,No,No,Electronic Check,5,1
CUST1683,28.0,1,41.67,Month-to-Month,No,No,Bank Transfer,0,1
CUST1684,49.0,8,29.57,One Year,Fiber Optic,Yes,Electronic Check,1,1
CUST1685,23.0,52,22.36,Two Year,DSL,No,Credit Card,1,0
CUST1686,52.0,47,84.2,One Year,Fiber Optic,Yes,Bank Transfer,0,0
CUST1687,46.0,56,80.71,Month-to-Month,Fiber Optic,No,Bank Transfer,1,0
CUST1688,35.0,14,74.67,One Year,Fiber Optic,No,Mailed Check,1,0
CUST1689,54.0,28,43.19,Month-to-Month,Fiber Optic,No,Electronic Check,1,0
CUST1690,30.0,2,59.09,Two Year,No,Yes,Credit Card,2,1
CUST1691,27.0,26,79.45,Month-to-Month,Fiber Optic,No,Credit Card,2,1
CUST1692,54.0,14,69.68,Month-to-Month,No,No,Bank Transfer,1,0
CUST1693,43.0,59,118.78,One Year,Fiber Optic,No,Mailed Check,1,0
CUST1694,63.0,56,33.64,One Year,DSL,No,Bank Transfer,2,0
CUST1695,34.0,7,89.51,Month-to-Month,Fiber Optic,Yes,Bank Transfer,0,1
CUST1696,18.0,3,60.43,One Year,Fiber Optic,Yes,Bank Transfer,0,0
CUST1697,42.0,23,62.82,Month-to-Month,DSL,No,Bank Transfer,2,1
CUST1698,51.0,18,91.76,One Year,DSL,No,Credit Card,1,0
CUST1699,56.0,38,89.24,Two Year,No,No,Credit Card,1,0
CUST1700,27.0,15,119.13,Two Year,DSL,Yes,Bank Transfer,1,1
CUST1701,37.0,64,32.84,One Year,Fiber Optic,No,Bank Transfer,0,0
CUST1702,24.0,28,30.41,Month-to-Month,Fiber Optic,Yes,Mailed Check,0,1
CUST1703,73.0,39,92.43,Month-to-Month,Fiber Optic,No,Bank Transfer,2,0
CUST1704,33.0,57,77.84,One Year,Fiber Optic,No,Credit Card,0,0
CUST1705,54.0,17,47.42,Month-to-Month,DSL,No,Electronic Check,0,0
CUST1706,46.0,44,27.94,Month-to-Month,Fiber Optic,Yes,Credit Card,1,1
CUST1707,29.0,25,28.57,Month-to-Month,Fiber Optic,No,Mailed Check,3,1
CUST1708,34.0,17,109.42,Month-to-Month,Fiber Optic,Yes,Credit Card,0,1
CUST1709,65.0,13,39.19,One Year,DSL,Yes,Electronic Check,3,1
CUST1710,37.0,25,52.34,Month-to-Month,Fiber Optic,No,Bank Transfer,3,1
CUST1711,43.0,68,42.67,One Year,DSL,No,Electronic Check,2,0
CUST1712,65.0,10,55.5,Month-to-Month,DSL,Yes,Bank Transfer,1,1
CUST1713,36.0,67,26.94,Month-to-Month,DSL,No,Bank Transfer,1,0
CUST1714,64.0,18,71.91,Month-to-Month,DSL,No,Credit Card,2,1
CUST1715,29.0,34,26.76,Month-to-Month,No,No,Credit Card,1,0
CUST1716,38.0,8,100.04,Month-to-Month,DSL,Yes,Credit Card,3,1
CUST1717,59.0,40,43.37,One Year,No,No,Mailed Check,1,0
CUST1718,71.0,42,74.0,Month-to-Month,No,Yes,Credit Card,1,0
CUST1719,51.0,41,108.01,Two Year,Fiber Optic,Yes,Mailed Check,1,1
CUST1720,46.0,6,85.09,Month-to-Month,DSL,No,Credit Card,3,1
CUST1721,62.0,52,73.3,Month-to-Month,Fiber Optic,No,Bank Transfer,2,0
CUST1722,52.0,26,52.43,One Year,Fiber Optic,Yes,Mailed Check,0,0
CUST1723,32.0,64,53.3,Month-to-Month,Fiber Optic,Yes,Electronic Check,3,0
CUST1724,18.0,59,86.95,Month-to-Month,DSL,Yes,Mailed Check,2,0
CUST1725,46.0,56,119.41,Month-to-Month,Fiber Optic,No,Mailed Check,2,1
CUST1726,52.0,59,86.18,Month-to-Month,No,No,Electronic Check,3,0
CUST1727,42.0,70,75.78,Two Year,Fiber Optic,Yes,Mailed Check,2,0
CUST1728,59.0,33,93.07,Month-to-Month,DSL,No,Bank Transfer,1,1
CUST1729,32.0,53,66.52,One Year,Fiber Optic,No,Credit Card,3,1
CUST1730,39.0,22,26.01,Two Year,DSL,No,Electronic Check,3,1
CUST1731,23.0,21,76.23,Month-to-Month,DSL,Yes,Credit Card,1,1
CUST1732,69.0,70,115.76,Two Year,No,No,Bank Transfer,3,0
CUST1733,32.0,70,37.53,Month-to-Month,DSL,No,Electronic Check,2,1
CUST1734,41.0,4,89.0,Two Year,DSL,No,Credit Card,2,0
CUST1735,38.0,62,40.09,Month-to-Month,DSL,Yes,Credit Card,2,0
CUST1736,24.0,62,73.58,One Year,No,No,Bank Transfer,2,0
CUST1737,74.0,24,29.67,Month-to-Month,Fiber Optic,No,Credit Card,4,0
CUST1738,46.0,55,65.04,Month-to-Month,Fiber Optic,No,Bank Transfer,1,1
CUST1739,49.0,9,95.62,One Year,Fiber Optic,Yes,Mailed Check,1,1
CUST1740,49.0,3,54.76,One Year,DSL,Yes,Bank Transfer,1,0
CUST1741,70.0,31,86.49,Month-to-Month,Fiber Optic,No,Mailed Check,2,1
CUST1742,22.0,40,99.54,Month-to-Month,Fiber Optic,No,Electronic Check,0,0
CUST1743,21.0,36,112.72,One Year,DSL,Yes,Credit Card,1,0
CUST1744,39.0,24,43.46,One Year,Fiber Optic,No,Bank Transfer,0,0
CUST1745,35.0,6,59.93,Two Year,No,Yes,Bank Transfer,4,1
CUST1746,52.0,66,71.375,One Year,DSL,No,Credit Card,2,0
CUST1747,34.0,4,119.25,Two Year,DSL,No,Credit Card,4,1
CUST1748,67.0,6,112.7,One Year,DSL,No,Electronic Check,2,1
CUST1749,67.0,51,74.0,Month-to-Month,DSL,No,Electronic Check,1,0
CUST1750,73.0,62,104.2,Month-to-Month,No,Yes,Bank Transfer,1,1
CUST1751,41.0,57,72.1,One Year,Fiber Optic,No,Electronic Check,3,1
CUST1752,19.0,66,82.36,One Year,Fiber Optic,Yes,Mailed Check,3,0
CUST1753,30.0,8,28.91,Month-to-Month,Fiber Optic,No,Electronic Check,1,1
CUST1754,71.0,26,95.53,Month-to-Month,DSL,No,Electronic Check,0,0
CUST1755,32.0,51,32.77,Two Year,Fiber Optic,No,Bank Transfer,2,0
CUST1756,22.0,45,102.61,Month-to-Month,Fiber Optic,Yes,Mailed Check,3,1
CUST1757,20.0,44,98.2,Month-to-Month,Fiber Optic,No,Electronic Check,2,1
CUST1758,54.0,5,90.87,Month-to-Month,No,Yes,Mailed Check,0,1
CUST1759,46.0,70,23.62,Month-to-Month,Fiber Optic,Yes,Mailed Check,0,0
CUST1760,54.0,26,50.31,Month-to-Month,Fiber Optic,No,Mailed Check,2,1
CUST1761,20.0,68,46.31,Month-to-Month,No,No,Credit Card,0,0
CUST1762,52.0,19,56.01,Month-to-Month,DSL,No,Credit Card,1,1
CUST1763,69.0,20,28.76,One Year,DSL,Yes,Credit Card,1,0
CUST1764,40.0,12,113.7,Month-to-Month,DSL,Yes,Credit Card,0,1
CUST1765,45.0,47,75.38,Two Year,DSL,No,Bank Transfer,1,0
CUST1766,47.0,1,50.55,Two Year,Fiber Optic,No,Electronic Check,1,1
CUST1767,35.0,14,59.7,Month-to-Month,Fiber Optic,Yes,Credit Card,2,0
CUST1768,46.0,64,64.72,One Year,No,No,Bank Transfer,2,0
CUST1769,53.0,38,80.06,Month-to-Month,Fiber Optic,No,Electronic Check,0,1
CUST1770,50.0,37,71.57,Two Year,Fiber Optic,No,Credit Card,3,0
CUST1771,43.0,11,111.94,Month-to-Month,DSL,No,Electronic Check,0,0
CUST1772,65.0,3,71.375,One Year,DSL,No,Credit Card,1,1
CUST1773,57.0,33,119.22,One Year,Fiber Optic,No,Bank Transfer,2,0
CUST1774,34.0,6,105.14,Month-to-Month,Fiber Optic,No,Mailed Check,3,1
CUST1775,57.0,50,40.85,Month-to-Month,No,Yes,Mailed Check,0,0
CUST1776,24.0,10,113.06,One Year,DSL,No,Electronic Check,1,1
CUST1777,74.0,5,71.375,One Year,DSL,No,Bank Transfer,1,0
CUST1778,25.0,23,101.74,Month-to-Month,Fiber Optic,No,Mailed Check,1,1
CUST1779,70.0,10,58.06,One Year,DSL,Yes,Credit Card,1,1
CUST1780,73.0,44,107.8,Month-to-Month,DSL,No,Mailed Check,1,0
CUST1781,48.0,2,106.81,One Year,Fiber Optic,No,Electronic Check,1,1
CUST1782,29.0,13,100.59,Month-to-Month,DSL,Yes,Electronic Check,3,0
CUST1783,65.0,40,99.0,Two Year,Fiber Optic,No,Bank Transfer,0,0
CUST1784,48.0,2,50.47,Month-to-Month,DSL,No,Electronic Check,2,1
CUST1785,61.0,65,28.09,Month-to-Month,DSL,Yes,Mailed Check,1,0
CUST1786,36.0,63,60.3,Month-to-Month,Fiber Optic,No,Mailed Check,1,0
CUST1787,27.0,17,37.35,Month-to-Month,No,No,Mailed Check,3,1
CUST1788,56.0,9,89.5,Month-to-Month,Fiber Optic,No,Mailed Check,2,1
CUST1789,29.0,15,54.61,Month-to-Month,Fiber Optic,Yes,Bank Transfer,0,1
CUST1790,37.0,24,117.56,Two Year,DSL,Yes,Credit Card,0,0
CUST1791,54.0,38,84.1,Month-to-Month,Fiber Optic,No,Credit Card,0,1
CUST1792,46.0,35,102.25,Month-to-Month,DSL,Yes,Bank Transfer,1,1
CUST1793,58.0,49,33.25,Month-to-Month,Fiber Optic,No,Electronic Check,1,0
CUST1794,24.0,69,106.2,Month-to-Month,Fiber Optic,Yes,Credit Card,3,1
CUST1795,69.0,62,71.375,Month-to-Month,No,Yes,Electronic Check,1,1
CUST1796,71.0,60,68.71,Month-to-Month,Fiber Optic,Yes,Credit Card,1,1
CUST1797,31.0,50,80.63,Month-to-Month,DSL,No,Electronic Check,2,0
CUST1798,28.0,9,96.48,Month-to-Month,DSL,No,Bank Transfer,2,1
CUST1799,24.0,34,37.48,Month-to-Month,No,Yes,Mailed Check,1,1
CUST1800,46.0,35,70.26,One Year,Fiber Optic,Yes,Electronic Check,3,0
CUST1801,27.0,1,59.87,Month-to-Month,Fiber Optic,Yes,Mailed Check,0,1
CUST1802,46.0,40,34.64,Month-to-Month,DSL,No,Electronic Check,2,1
CUST1803,26.0,64,56.75,Two Year,DSL,No,Electronic Check,3,0
CUST1804,53.0,22,26.82,Month-to-Month,DSL,No,Electronic Check,3,0
CUST1805,65.0,60,22.58,One Year,No,No,Electronic Check,2,0
CUST1806,27.0,64,33.52,Month-to-Month,Fiber Optic,No,Electronic Check,2,1
CUST1807,36.0,11,116.31,One Year,No,Yes,Mailed Check,3,0
CUST1808,73.0,14,74.95,One Year,DSL,No,Electronic Check,1,0
CUST1809,48.0,60,116.58,Month-to-Month,Fiber Optic,Yes,Mailed Check,0,0
CUST1810,34.0,30,63.25,Two Year,Fiber Optic,Yes,Bank Transfer,1,1
CUST1811,26.0,35,51.18,Month-to-Month,DSL,No,Credit Card,1,0
CUST1812,62.0,37,70.61,Month-to-Month,No,No,Electronic Check,1,1
CUST1813,50.0,5,63.95,One Year,No,No,Credit Card,3,1
CUST1814,51.0,26,30.57,Two Year,No,No,Mailed Check,0,0
CUST1815,62.0,62,84.08,Month-to-Month,Fiber Optic,No,Bank Transfer,2,1
CUST1816,41.0,4,41.6,Month-to-Month,DSL,Yes,Bank Transfer,1,1
CUST1817,26.0,42,81.96,Month-to-Month,DSL,No,Bank Transfer,2,0
CUST1818,24.0,18,85.02,Month-to-Month,No,No,Credit Card,0,1
CUST1819,33.0,40,35.2,One Year,DSL,No,Mailed Check,0,0
CUST1820,36.0,39,26.13,Month-to-Month,Fiber Optic,No,Electronic Check,2,0
CUST1821,56.0,14,98.08,Month-to-Month,Fiber Optic,Yes,Electronic Check,0,1
CUST1822,23.0,32,65.98,Month-to-Month,Fiber Optic,No,Mailed Check,2,0
CUST1823,67.0,51,25.82,Month-to-Month,No,No,Credit Card,1,0
CUST1824,68.0,38,119.49,Month-to-Month,DSL,Yes,Electronic Check,2,1
CUST1825,28.0,23,25.78,One Year,DSL,No,Mailed Check,2,0
CUST1826,29.0,63,89.5,Two Year,DSL,No,Electronic Check,1,0
CUST1827,59.0,15,118.37,Two Year,Fiber Optic,No,Bank Transfer,2,0
CUST1828,30.0,25,43.92,Month-to-Month,DSL,No,Electronic Check,0,1
CUST1829,29.0,17,34.22,Two Year,DSL,Yes,Credit Card,0,0
CUST1830,38.0,66,32.14,One Year,No,Yes,Mailed Check,1,0
CUST1831,27.0,53,50.33,One Year,No,Yes,Credit Card,2,0
CUST1832,37.0,51,30.1,Month-to-Month,DSL,No,Mailed Check,1,0
CUST1833,67.0,39,89.22,Month-to-Month,Fiber Optic,Yes,Bank Transfer,0,0
CUST1834,53.0,51,26.23,Month-to-Month,No,Yes,Mailed Check,1,0
CUST1835,45.0,70,70.94,Month-to-Month,DSL,No,Electronic Check,1,0
CUST1836,41.0,6,119.67,Month-to-Month,DSL,No,Electronic Check,1,0
CUST1837,22.0,67,101.4,Month-to-Month,DSL,No,Bank Transfer,0,0
CUST1838,54.0,7,81.52,Month-to-Month,Fiber Optic,Yes,Mailed Check,0,0
CUST1839,29.0,51,50.63,One Year,DSL,Yes,Bank Transfer,1,0
CUST1840,52.0,42,82.39,Month-to-Month,No,Yes,Electronic Check,1,0
CUST1841,57.0,64,72.7,Month-to-Month,Fiber Optic,No,Credit Card,0,0
CUST1842,71.0,15,62.61,Two Year,Fiber Optic,No,Bank Transfer,1,0
CUST1843,19.0,29,33.07,Two Year,DSL,No,Credit Card,0,0
CUST1844,67.0,33,108.66,One Year,Fiber Optic,Yes,Credit Card,1,0
CUST1845,58.0,27,64.98,Two Year,Fiber Optic,No,Mailed Check,2,0
CUST1846,62.0,36,39.46,Month-to-Month,Fiber Optic,Yes,Bank Transfer,1,0
CUST1847,56.0,29,56.78,Two Year,Fiber Optic,Yes,Credit Card,2,0
CUST1848,59.0,38,61.41,Month-to-Month,Fiber Optic,No,Credit Card,4,1
CUST1849,26.0,57,102.75,Month-to-Month,No,No,Mailed Check,1,1
CUST1850,39.0,27,93.36,Month-to-Month,No,Yes,Mailed Check,1,1
CUST1851,64.0,55,96.93,Month-to-Month,Fiber Optic,Yes,Electronic Check,2,1
CUST1852,22.0,33,21.1,Month-to-Month,DSL,No,Credit Card,2,1
CUST1853,29.0,68,61.62,One Year,DSL,Yes,Electronic Check,1,0
CUST1854,18.0,66,68.13,One Year,DSL,Yes,Credit Card,1,0
CUST1855,61.0,10,21.92,One Year,Fiber Optic,Yes,Electronic Check,2,0
CUST1856,39.0,5,45.98,Month-to-Month,Fiber Optic,Yes,Mailed Check,2,0
CUST1857,55.0,38,96.03,Two Year,Fiber Optic,Yes,Bank Transfer,2,1
CUST1858,68.0,13,33.71,One Year,No,No,Mailed Check,0,0
CUST1859,36.0,31,71.375,Month-to-Month,No,Yes,Electronic Check,1,1
CUST1860,33.0,47,41.52,One Year,No,No,Electronic Check,2,0
CUST1861,48.0,52,21.21,Month-to-Month,DSL,No,Bank Transfer,3,0
CUST1862,68.0,56,44.12,Month-to-Month,Fiber Optic,No,Credit Card,1,0
CUST1863,20.0,15,117.59,Two Year,DSL,No,Electronic Check,2,1
CUST1864,40.0,29,100.15,Month-to-Month,DSL,No,Electronic Check,0,0
CUST1865,59.0,8,115.96,Month-to-Month,DSL,Yes,Electronic Check,1,0
CUST1866,35.0,5,68.79,Two Year,DSL,No,Bank Transfer,3,1
CUST1867,43.0,29,30.97,One Year,Fiber Optic,No,Mailed Check,0,0
CUST1868,46.0,47,74.8,Month-to-Month,No,No,Electronic Check,2,1
CUST1869,35.0,68,65.44,Month-to-Month,DSL,No,Bank Transfer,1,0
CUST1870,20.0,45,104.44,Month-to-Month,Fiber Optic,No,Electronic Check,3,1
CUST1871,40.0,2,29.81,One Year,Fiber Optic,No,Credit Card,0,1
CUST1872,20.0,27,68.82,Month-to-Month,DSL,Yes,Bank Transfer,2,1
CUST1873,72.0,36,35.0,Month-to-Month,Fiber Optic,No,Electronic Check,1,1
CUST1874,42.0,36,52.47,Two Year,DSL,No,Bank Transfer,0,0
CUST1875,44.0,26,93.74,Month-to-Month,Fiber Optic,No,Electronic Check,1,0
CUST1876,61.0,43,67.6,Month-to-Month,Fiber Optic,Yes,Mailed Check,2,0
CUST1877,44.0,27,71.375,Month-to-Month,DSL,No,Electronic Check,2,1
CUST1878,69.0,69,59.45,One Year,DSL,Yes,Bank Transfer,1,0
CUST1879,56.0,20,65.94,Month-to-Month,Fiber Optic,Yes,Credit Card,0,1
CUST1880,42.0,11,98.5,Month-to-Month,No,No,Credit Card,0,0
CUST1881,41.0,38,109.21,Two Year,DSL,Yes,Credit Card,1,0
CUST1882,25.0,6,115.53,Month-to-Month,Fiber Optic,No,Electronic Check,3,1
CUST1883,26.0,23,98.69,Month-to-Month,Fiber Optic,Yes,Mailed Check,1,1
CUST1884,63.0,47,51.54,Month-to-Month,No,No,Electronic Check,0,1
CUST1885,54.0,46,88.81,Month-to-Month,No,Yes,Credit Card,0,0
CUST1886,47.0,12,63.76,Month-to-Month,Fiber Optic,Yes,Bank Transfer,2,1
CUST1887,70.0,13,45.47,Month-to-Month,Fiber Optic,Yes,Credit Card,0,1
CUST1888,36.0,62,104.09,Month-to-Month,No,Yes,Bank Transfer,1,1
CUST1889,70.0,60,23.84,Month-to-Month,Fiber Optic,No,Mailed Check,4,0
CUST1890,33.0,43,110.18,Two Year,DSL,Yes,Bank Transfer,2,0
CUST1891,41.0,68,66.15,Two Year,DSL,No,Electronic Check,0,0
CUST1892,61.0,5,83.72,One Year,No,No,Electronic Check,2,1
CUST1893,38.0,37,85.94,Two Year,No,No,Electronic Check,2,1
CUST1894,53.0,31,109.51,Month-to-Month,DSL,Yes,Bank Transfer,4,1
CUST1895,57.0,9,83.67,Two Year,Fiber Optic,No,Electronic Check,1,0
CUST1896,56.0,51,71.375,Month-to-Month,Fiber Optic,No,Electronic Check,1,1
CUST1897,64.0,29,71.375,Two Year,DSL,No,Electronic Check,0,0
CUST1898,23.0,40,71.375,Two Year,No,Yes,Mailed Check,1,0
CUST1899,22.0,41,35.02,One Year,DSL,Yes,Bank Transfer,0,0
CUST1900,31.0,11,93.74,Two Year,DSL,No,Bank Transfer,4,1
CUST1901,70.0,23,71.22,One Year,Fiber Optic,Yes,Credit Card,1,0
CUST1902,62.0,1,88.02,Month-to-Month,Fiber Optic,Yes,Bank Transfer,0,1
CUST1903,59.0,46,24.17,Month-to-Month,DSL,Yes,Mailed Check,2,0
CUST1904,67.0,21,28.48,One Year,Fiber Optic,Yes,Bank Transfer,2,0
CUST1905,21.0,36,91.63,Month-to-Month,Fiber Optic,Yes,Mailed Check,0,1
CUST1906,25.0,54,27.21,One Year,DSL,No,Mailed Check,3,0
CUST1907,41.0,57,27.13,Two Year,DSL,Yes,Bank Transfer,1,0
CUST1908,28.0,1,21.21,Month-to-Month,Fiber Optic,No,Credit Card,0,1
CUST1909,34.0,63,115.65,One Year,DSL,Yes,Electronic Check,2,0
CUST1910,67.0,54,93.75,Two Year,No,Yes,Electronic Check,0,0
CUST1911,38.0,55,55.33,Two Year,No,No,Bank Transfer,2,0
CUST1912,74.0,40,49.65,Two Year,No,Yes,Bank Transfer,1,0
CUST1913,43.0,15,54.97,Month-to-Month,DSL,No,Mailed Check,1,0
CUST1914,60.0,21,97.47,Two Year,No,No,Bank Transfer,0,0
CUST1915,65.0,47,86.14,One Year,Fiber Optic,Yes,Mailed Check,1,0
CUST1916,61.0,53,38.52,Month-to-Month,DSL,No,Credit Card,2,0
CUST1917,62.0,9,37.41,Month-to-Month,DSL,Yes,Bank Transfer,1,1
CUST1918,44.0,52,29.84,One Year,DSL,No,Electronic Check,4,0
CUST1919,33.0,57,86.03,Month-to-Month,Fiber Optic,Yes,Electronic Check,0,0
CUST1920,72.0,26,96.44,One Year,Fiber Optic,No,Bank Transfer,3,1
CUST1921,43.0,41,46.5,One Year,DSL,Yes,Mailed Check,3,0
CUST1922,70.0,35,22.09,Month-to-Month,Fiber Optic,No,Electronic Check,1,1
CUST1923,50.0,63,28.22,One Year,DSL,No,Mailed Check,2,0
CUST1924,48.0,25,116.79,One Year,Fiber Optic,No,Bank Transfer,1,0
CUST1925,65.0,38,49.54,Month-to-Month,Fiber Optic,No,Bank Transfer,0,0
CUST1926,64.0,2,96.92,Month-to-Month,No,No,Electronic Check,0,1
CUST1927,23.0,7,82.47,Month-to-Month,No,No,Bank Transfer,1,1
CUST1928,61.0,34,58.19,Month-to-Month,Fiber Optic,Yes,Credit Card,1,1
CUST1929,25.0,17,40.57,Two Year,Fiber Optic,Yes,Credit Card,0,0
CUST1930,24.0,43,32.14,Month-to-Month,Fiber Optic,Yes,Electronic Check,2,1
CUST1931,51.0,59,81.5,One Year,No,Yes,Credit Card,1,0
CUST1932,61.0,51,97.46,Month-to-Month,DSL,Yes,Mailed Check,0,0
CUST1933,70.0,54,84.39,Month-to-Month,DSL,No,Electronic Check,0,1
CUST1934,31.0,24,73.03,Two Year,DSL,Yes,Electronic Check,0,0
CUST1935,33.0,25,24.2,One Year,Fiber Optic,No,Mailed Check,4,0
CUST1936,60.0,71,116.85,Month-to-Month,Fiber Optic,Yes,Credit Card,2,0
CUST1937,69.0,52,99.87,Month-to-Month,No,Yes,Credit Card,3,0
CUST1938,26.0,70,49.28,Month-to-Month,DSL,No,Credit Card,1,0
CUST1939,27.0,33,118.0,Month-to-Month,Fiber Optic,No,Electronic Check,2,0
CUST1940,34.0,49,80.19,One Year,No,No,Electronic Check,3,0
CUST1941,29.0,29,78.24,Month-to-Month,No,No,Credit Card,3,1
CUST1942,23.0,63,94.81,Month-to-Month,Fiber Optic,Yes,Bank Transfer,0,1
CUST1943,36.0,22,101.18,Month-to-Month,Fiber Optic,No,Credit Card,0,1
CUST1944,60.0,26,85.65,Two Year,DSL,Yes,Mailed Check,3,1
CUST1945,58.0,28,32.81,Two Year,No,Yes,Electronic Check,0,0
CUST1946,70.0,49,53.83,Month-to-Month,DSL,No,Mailed Check,2,0
CUST1947,46.0,71,112.81,One Year,No,Yes,Mailed Check,2,0
CUST1948,23.0,49,42.46,Month-to-Month,Fiber Optic,Yes,Electronic Check,2,0
CUST1949,42.0,20,71.375,Month-to-Month,Fiber Optic,No,Bank Transfer,3,1
CUST1950,74.0,63,63.21,One Year,DSL,No,Credit Card,1,0
CUST1951,41.0,61,63.94,Two Year,Fiber Optic,Yes,Mailed Check,3,0
CUST1952,42.0,49,81.29,Two Year,Fiber Optic,Yes,Electronic Check,0,0
CUST1953,33.0,71,114.31,One Year,DSL,Yes,Mailed Check,0,0
CUST1954,46.0,1,44.07,Month-to-Month,Fiber Optic,Yes,Credit Card,3,0
CUST1955,33.0,13,32.15,One Year,No,No,Bank Transfer,0,1
CUST1956,23.0,51,39.75,Month-to-Month,Fiber Optic,Yes,Bank Transfer,1,1
CUST1957,54.0,56,108.69,One Year,Fiber Optic,No,Bank Transfer,1,1
CUST1958,38.0,62,84.58,Month-to-Month,DSL,Yes,Electronic Check,1,0
CUST1959,21.0,32,48.59,One Year,Fiber Optic,No,Electronic Check,3,0
CUST1960,51.0,30,101.59,Month-to-Month,DSL,Yes,Bank Transfer,1,1
CUST1961,46.0,29,106.14,Month-to-Month,Fiber Optic,No,Credit Card,2,0
CUST1962,55.0,49,104.65,Two Year,No,Yes,Credit Card,0,0
CUST1963,58.0,45,111.89,Month-to-Month,Fiber Optic,No,Electronic Check,2,1
CUST1964,45.0,30,45.22,Month-to-Month,DSL,Yes,Bank Transfer,1,0
CUST1965,34.0,16,95.5,Month-to-Month,Fiber Optic,Yes,Credit Card,0,1
CUST1966,31.0,40,66.05,Month-to-Month,Fiber Optic,No,Credit Card,1,1
CUST1967,24.0,19,104.2,Month-to-Month,Fiber Optic,No,Credit Card,2,1
CUST1968,39.0,18,92.85,Month-to-Month,No,No,Electronic Check,1,0
CUST1969,68.0,1,97.64,Two Year,No,No,Bank Transfer,1,0
CUST1970,46.0,47,85.62,Month-to-Month,Fiber Optic,No,Mailed Check,1,0
CUST1971,46.0,66,37.74,Two Year,Fiber Optic,Yes,Bank Transfer,2,0
CUST1972,69.0,38,74.5,One Year,DSL,Yes,Bank Transfer,2,0
CUST1973,48.0,51,71.375,Month-to-Month,DSL,Yes,Electronic Check,0,0
CUST1974,47.0,63,113.74,One Year,Fiber Optic,No,Credit Card,1,0
CUST1975,74.0,4,24.32,Month-to-Month,Fiber Optic,Yes,Credit Card,1,0
CUST1976,32.0,1,36.48,One Year,Fiber Optic,Yes,Electronic Check,1,0
CUST1977,35.0,8,33.17,Month-to-Month,Fiber Optic,No,Electronic Check,2,1
CUST1978,52.0,29,92.6,Month-to-Month,DSL,No,Electronic Check,1,1
CUST1979,67.0,55,101.78,Two Year,Fiber Optic,No,Electronic Check,2,1
CUST1980,47.0,3,41.35,Two Year,DSL,Yes,Electronic Check,1,0
CUST1981,51.0,32,70.59,Two Year,DSL,Yes,Mailed Check,1,0
CUST1982,59.0,10,104.07,Month-to-Month,No,Yes,Bank Transfer,3,1
CUST1983,28.0,34,93.28,One Year,DSL,Yes,Bank Transfer,1,0
CUST1984,44.0,55,74.22,Month-to-Month,Fiber Optic,No,Bank Transfer,0,0
CUST1985,41.0,32,79.03,Month-to-Month,DSL,No,Credit Card,3,1
CUST1986,52.0,50,70.84,Month-to-Month,No,No,Mailed Check,1,0
CUST1987,56.0,7,49.75,One Year,Fiber Optic,Yes,Bank Transfer,1,0
CUST1988,25.0,8,76.5,Month-to-Month,DSL,No,Credit Card,2,1
CUST1989,68.0,65,88.89,Month-to-Month,Fiber Optic,Yes,Mailed Check,1,0
CUST1990,35.0,57,107.33,Two Year,Fiber Optic,No,Mailed Check,2,0
CUST1991,30.0,67,71.375,Month-to-Month,No,No,Credit Card,2,1
CUST1992,62.0,59,96.11,Month-to-Month,DSL,Yes,Mailed Check,0,0
CUST1993,41.0,54,36.01,Month-to-Month,No,Yes,Credit Card,1,0
CUST1994,68.0,67,66.16,Two Year,No,No,Bank Transfer,1,0
CUST1995,40.0,51,20.93,Month-to-Month,No,Yes,Credit Card,0,0
CUST1996,29.0,8,44.67,Month-to-Month,Fiber Optic,No,Mailed Check,0,0
CUST1997,66.0,34,92.65,Two Year,Fiber Optic,Yes,Bank Transfer,2,0
CUST1998,47.0,35,119.18,Two Year,Fiber Optic,No,Bank Transfer,0,1
CUST1999,48.0,32,29.92,Month-to-Month,Fiber Optic,Yes,Electronic Check,2,0
