CustomerID,Age,Tenure_Months,Contract,InternetService,TechSupport,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST1647,32,21,Month-to-Month,DSL,Yes,Credit Card,110.8,2320.31,0
CUST1648,28,65,Two Year,Fiber Optic,Yes,Bank Transfer,71.17,4658.61,0
CUST1649,30,60,Month-to-Month,Fiber Optic,No,Electronic Check,31.74,1780.86,0
CUST1650,56,3,Month-to-Month,No Internet,No,Credit Card,60.67,132.93,1
CUST1651,37,71,Two Year,DSL,No,Mailed Check,118.54,8415.45,0
CUST1652,36,35,Month-to-Month,Fiber Optic,Yes,Credit Card,39.04,1325.66,0
CUST1653,53,50,Two Year,Fiber Optic,No,Credit Card,105.35,5253.39,0
CUST1654,64,29,Two Year,No Internet,No,Mailed Check,68.68,1959.83,0
CUST1655,24,5,Two Year,Fiber Optic,No,Credit Card,30.08,191.37,0
CUST1656,22,63,Month-to-Month,Fiber Optic,Yes,Credit Card,113.83,7123.53,0
CUST1657,29,48,Month-to-Month,DSL,No,Credit Card,25.98,1218.57,1
CUST1658,39,21,Two Year,DSL,No,Credit Card,99.82,2066.64,0
CUST1659,50,18,Month-to-Month,DSL,Yes,Bank Transfer,119.46,2166.8,1
CUST1660,24,40,Month-to-Month,Fiber Optic,Yes,Credit Card,55.01,2209.55,0
CUST1661,57,15,Month-to-Month,DSL,No,Mailed Check,56.69,909.21,1
CUST1662,29,17,One Year,Fiber Optic,No,Electronic Check,50.3,878.48,1
CUST1663,59,18,One Year,Fiber Optic,No,Mailed Check,39.93,683.87,1
CUST1664,20,8,One Year,No Internet,No,Mailed Check,90.0,695.64,1
CUST1665,42,62,Month-to-Month,No Internet,No,Bank Transfer,21.24,1289.6,0
CUST1666,18,36,Month-to-Month,No Internet,Yes,Mailed Check,23.94,908.12,0
CUST1667,51,65,One Year,Fiber Optic,No,Bank Transfer,38.73,2523.33,0
CUST1668,32,22,One Year,Fiber Optic,No,Mailed Check,95.48,2126.11,1
CUST1669,51,31,Month-to-Month,DSL,Yes,Electronic Check,83.13,2620.54,0
CUST1670,26,58,Month-to-Month,DSL,Yes,Bank Transfer,101.78,5903.23,0
CUST1671,19,46,Month-to-Month,Fiber Optic,No,Mailed Check,99.74,4559.29,0
CUST1672,50,57,Month-to-Month,Fiber Optic,Yes,Electronic Check,24.25,1404.73,0
CUST1673,52,10,Month-to-Month,No Internet,Yes,Bank Transfer,113.23,1137.57,1
CUST1674,57,2,One Year,No Internet,No,Bank Transfer,97.24,206.07,1
CUST1675,48,21,Month-to-Month,Fiber Optic,No,Mailed Check,116.2,2389.18,1
CUST1676,40,17,Month-to-Month,No Internet,Yes,Credit Card,32.88,560.48,0
CUST1677,29,16,Month-to-Month,DSL,Yes,Bank Transfer,72.01,1176.22,0
CUST1678,58,36,Month-to-Month,DSL,Yes,Mailed Check,47.21,1615.62,0
CUST1679,71,67,Two Year,No Internet,No,Electronic Check,58.41,3911.52,0
CUST1680,54,20,One Year,DSL,No,Mailed Check,97.31,2050.23,1
CUST1681,69,70,Month-to-Month,DSL,Yes,Credit Card,63.04,4448.0,0
CUST1682,30,67,One Year,DSL,No,Credit Card,82.16,5511.92,1
CUST1683,35,39,Two Year,No Internet,Yes,Bank Transfer,100.97,4003.63,0
CUST1684,74,32,Two Year,Fiber Optic,No,Electronic Check,69.68,2244.43,0
CUST1685,73,12,One Year,No Internet,No,Mailed Check,34.79,376.72,0
CUST1686,24,64,One Year,DSL,No,Electronic Check,34.32,2210.79,0
CUST1687,58,65,Month-to-Month,DSL,Yes,Bank Transfer,98.51,6395.98,0
CUST1688,22,22,Two Year,DSL,No,Electronic Check,52.49,1173.14,1
CUST1689,68,44,Two Year,Fiber Optic,No,Electronic Check,81.38,3566.41,0
CUST1690,47,2,Month-to-Month,Fiber Optic,Yes,Credit Card,105.24,135.86,1
CUST1691,42,15,One Year,Fiber Optic,Yes,Mailed Check,85.11,1283.94,1
CUST1692,65,56,Month-to-Month,DSL,No,Mailed Check,97.22,5495.71,1
CUST1693,48,36,One Year,DSL,No,Electronic Check,107.13,3880.75,0
CUST1694,27,11,One Year,DSL,No,Electronic Check,56.71,725.09,0
CUST1695,53,50,Month-to-Month,No Internet,No,Electronic Check,28.6,1407.04,1
CUST1696,28,7,Month-to-Month,No Internet,Yes,Credit Card,37.2,247.6,1
CUST1697,54,11,One Year,DSL,No,Credit Card,74.21,757.83,0
CUST1698,31,47,Month-to-Month,Fiber Optic,No,Credit Card,68.45,3201.8,1
CUST1699,73,58,Month-to-Month,No Internet,No,Electronic Check,80.93,4652.67,0
CUST1700,49,27,Month-to-Month,DSL,Yes,Electronic Check,91.51,2469.84,1
CUST1701,64,15,One Year,DSL,No,Mailed Check,94.02,1425.61,0
CUST1702,36,8,Month-to-Month,DSL,Yes,Mailed Check,27.5,319.88,0
CUST1703,42,64,Month-to-Month,Fiber Optic,No,Credit Card,58.62,3760.82,1
CUST1704,54,31,Month-to-Month,DSL,Yes,Mailed Check,21.66,759.1,1
CUST1705,35,46,Month-to-Month,No Internet,No,Electronic Check,82.43,3760.16,1
CUST1706,30,45,Month-to-Month,Fiber Optic,No,Mailed Check,103.1,4579.74,1
CUST1707,26,57,Month-to-Month,DSL,Yes,Credit Card,31.0,1739.13,1
CUST1708,60,32,Two Year,No Internet,Yes,Electronic Check,113.79,3600.59,0
CUST1709,53,42,One Year,No Internet,No,Bank Transfer,41.94,1748.74,0
CUST1710,63,58,Month-to-Month,Fiber Optic,Yes,Bank Transfer,103.77,5976.38,1
CUST1711,27,11,Month-to-Month,Fiber Optic,Yes,Bank Transfer,32.48,331.86,1
CUST1712,68,34,One Year,No Internet,No,Bank Transfer,24.16,861.23,1
CUST1713,19,49,Month-to-Month,Fiber Optic,Yes,Mailed Check,101.41,4956.64,0
CUST1714,45,45,Month-to-Month,No Internet,No,Credit Card,48.49,2278.4,0
CUST1715,20,50,Two Year,DSL,Yes,Electronic Check,76.78,3913.34,0
CUST1716,18,30,Month-to-Month,Fiber Optic,No,Electronic Check,86.6,2663.0,1
CUST1717,34,32,One Year,No Internet,No,Bank Transfer,40.02,1287.45,1
CUST1718,47,9,Two Year,Fiber Optic,Yes,Credit Card,109.01,1029.06,0
CUST1719,55,37,Month-to-Month,Fiber Optic,No,Mailed Check,67.54,2475.49,0
CUST1720,71,53,Two Year,DSL,No,Credit Card,57.33,3099.98,0
CUST1721,51,63,One Year,DSL,Yes,Credit Card,31.82,2078.52,0
CUST1722,74,17,One Year,DSL,No,Bank Transfer,68.8,1233.9,0
CUST1723,53,6,Month-to-Month,Fiber Optic,No,Credit Card,114.34,650.71,1
CUST1724,42,43,Month-to-Month,DSL,Yes,Mailed Check,71.48,3035.26,0
CUST1725,28,68,Month-to-Month,Fiber Optic,No,Mailed Check,70.71,4846.14,1
CUST1726,29,50,Month-to-Month,No Internet,No,Bank Transfer,100.54,4974.08,1
CUST1727,36,62,Month-to-Month,No Internet,No,Bank Transfer,92.29,5704.61,0
CUST1728,73,54,Month-to-Month,Fiber Optic,Yes,Credit Card,91.03,4866.97,1
CUST1729,20,35,Month-to-Month,DSL,No,Bank Transfer,85.8,3003.92,1
CUST1730,68,70,Month-to-Month,Fiber Optic,Yes,Mailed Check,112.28,7872.7,1
CUST1731,28,36,Month-to-Month,No Internet,No,Mailed Check,115.53,4132.8,1
CUST1732,40,69,Two Year,Fiber Optic,No,Credit Card,81.99,5680.3,0
CUST1733,59,27,Month-to-Month,DSL,No,Mailed Check,49.46,1346.62,0
CUST1734,35,46,Month-to-Month,DSL,No,Bank Transfer,79.38,3630.94,0
CUST1735,51,18,Month-to-Month,DSL,No,Bank Transfer,63.39,1100.07,1
CUST1736,23,52,Month-to-Month,Fiber Optic,No,Mailed Check,88.89,4619.36,1
CUST1737,62,41,Two Year,DSL,Yes,Bank Transfer,24.87,1002.96,0
CUST1738,26,69,Month-to-Month,DSL,No,Bank Transfer,25.57,1615.92,0
CUST1739,26,4,One Year,No Internet,No,Credit Card,37.0,114.14,1
CUST1740,21,64,One Year,No Internet,No,Bank Transfer,68.27,4274.52,0
CUST1741,71,4,Month-to-Month,DSL,No,Mailed Check,53.03,212.25,0
CUST1742,25,50,Month-to-Month,DSL,No,Credit Card,36.44,1846.47,1
CUST1743,24,7,Two Year,No Internet,Yes,Mailed Check,94.92,579.0,1
CUST1744,60,56,Two Year,DSL,No,Bank Transfer,51.07,2888.14,0
CUST1745,50,66,Month-to-Month,Fiber Optic,No,Credit Card,114.49,7613.21,1
CUST1746,43,54,One Year,DSL,No,Bank Transfer,56.25,3046.84,0
CUST1747,57,69,Two Year,Fiber Optic,No,Bank Transfer,60.11,4100.82,0
CUST1748,21,58,One Year,No Internet,Yes,Electronic Check,61.66,3557.23,0
CUST1749,73,37,Two Year,DSL,No,Bank Transfer,90.69,3336.22,0
CUST1750,60,64,Month-to-Month,Fiber Optic,Yes,Credit Card,105.47,6707.06,1
CUST1751,42,61,One Year,No Internet,Yes,Mailed Check,108.21,6638.96,0
CUST1752,20,27,Two Year,No Internet,No,Mailed Check,75.85,2042.33,0
CUST1753,51,4,Month-to-Month,Fiber Optic,No,Credit Card,103.58,381.49,1
CUST1754,32,26,Month-to-Month,Fiber Optic,No,Credit Card,47.57,1299.64,1
CUST1755,31,3,Month-to-Month,Fiber Optic,No,Electronic Check,89.08,192.49,1
CUST1756,52,34,Two Year,Fiber Optic,No,Credit Card,104.07,3589.05,0
CUST1757,73,64,Two Year,No Internet,Yes,Credit Card,109.91,7002.24,0
CUST1758,69,26,Month-to-Month,Fiber Optic,No,Mailed Check,90.3,2332.55,1
CUST1759,57,42,Month-to-Month,DSL,No,Mailed Check,39.02,1697.43,1
CUST1760,61,8,One Year,DSL,No,Bank Transfer,105.83,911.15,1
CUST1761,18,25,One Year,Fiber Optic,No,Electronic Check,83.68,2166.51,1
CUST1762,25,62,Month-to-Month,No Internet,No,Bank Transfer,73.04,4520.61,0
CUST1763,46,59,Month-to-Month,No Internet,No,Mailed Check,111.02,6503.84,1
CUST1764,52,32,One Year,No Internet,No,Mailed Check,23.08,816.64,1
CUST1765,40,26,Month-to-Month,Fiber Optic,Yes,Bank Transfer,22.75,619.88,1
CUST1766,25,37,Month-to-Month,DSL,No,Bank Transfer,41.32,1540.52,1
CUST1767,42,69,Month-to-Month,No Internet,No,Mailed Check,49.53,3490.88,0
CUST1768,66,70,Month-to-Month,Fiber Optic,No,Electronic Check,81.39,5745.11,0
CUST1769,68,56,Month-to-Month,DSL,No,Mailed Check,94.39,5240.13,1
CUST1770,29,29,One Year,DSL,Yes,Mailed Check,50.48,1422.94,0
CUST1771,38,37,Two Year,DSL,No,Electronic Check,93.13,3358.05,0
CUST1772,70,16,One Year,DSL,Yes,Bank Transfer,79.98,1296.99,1
CUST1773,50,46,Month-to-Month,No Internet,No,Electronic Check,29.53,1345.1,0
CUST1774,23,22,Month-to-Month,Fiber Optic,Yes,Mailed Check,93.35,2032.96,1
CUST1775,21,3,Month-to-Month,Fiber Optic,No,Electronic Check,108.85,295.68,1
CUST1776,36,22,Month-to-Month,Fiber Optic,Yes,Credit Card,51.19,1163.1,1
CUST1777,19,30,Month-to-Month,Fiber Optic,No,Mailed Check,23.21,779.61,0
CUST1778,63,5,Month-to-Month,DSL,No,Mailed Check,20.1,175.36,1
CUST1779,53,22,Month-to-Month,No Internet,Yes,Mailed Check,119.41,2545.59,1
CUST1780,36,61,Two Year,Fiber Optic,No,Electronic Check,45.74,2818.45,0
CUST1781,56,46,Two Year,No Internet,Yes,Mailed Check,65.9,3110.83,0
CUST1782,31,50,Month-to-Month,DSL,No,Mailed Check,51.33,2566.71,1
CUST1783,49,21,Month-to-Month,Fiber Optic,No,Electronic Check,23.96,491.31,1
CUST1784,44,21,Month-to-Month,Fiber Optic,Yes,Electronic Check,91.27,1931.09,1
CUST1785,26,67,Month-to-Month,Fiber Optic,No,Electronic Check,111.04,7414.59,1
CUST1786,25,48,One Year,DSL,No,Mailed Check,71.1,3463.44,0
CUST1787,73,9,Month-to-Month,No Internet,No,Mailed Check,96.26,885.94,1
CUST1788,36,23,One Year,Fiber Optic,Yes,Bank Transfer,95.36,2271.87,1
CUST1789,32,39,Month-to-Month,Fiber Optic,No,Bank Transfer,113.65,4534.97,1
CUST1790,71,14,Month-to-Month,No Internet,No,Credit Card,96.75,1335.84,1
CUST1791,29,14,Month-to-Month,No Internet,Yes,Mailed Check,112.82,1645.73,1
CUST1792,40,25,Month-to-Month,DSL,No,Bank Transfer,66.21,1639.22,0
CUST1793,37,15,Two Year,No Internet,No,Credit Card,53.58,854.02,1
CUST1794,61,7,One Year,DSL,No,Mailed Check,101.39,601.68,1
CUST1795,29,29,One Year,DSL,No,Credit Card,43.62,1356.13,0
CUST1796,25,51,Month-to-Month,DSL,No,Electronic Check,52.66,2629.16,1
CUST1797,26,39,One Year,Fiber Optic,No,Credit Card,107.75,4207.46,0
CUST1798,23,63,Month-to-Month,Fiber Optic,No,Electronic Check,22.82,1410.41,0
CUST1799,47,5,Month-to-Month,Fiber Optic,No,Credit Card,32.19,181.05,1
CUST1800,40,48,Month-to-Month,No Internet,No,Electronic Check,77.41,3819.44,1
CUST1801,57,57,Month-to-Month,Fiber Optic,Yes,Mailed Check,93.7,5301.85,1
CUST1802,18,43,Month-to-Month,No Internet,Yes,Electronic Check,54.57,2307.87,1
CUST1803,41,68,Month-to-Month,DSL,No,Mailed Check,40.93,2802.39,0
CUST1804,52,37,One Year,Fiber Optic,Yes,Electronic Check,42.17,1538.78,0
CUST1805,65,64,Month-to-Month,Fiber Optic,No,Mailed Check,97.75,6302.18,0
CUST1806,55,17,Month-to-Month,Fiber Optic,Yes,Credit Card,108.63,1923.55,1
CUST1807,23,67,One Year,Fiber Optic,No,Bank Transfer,78.17,5270.27,0
CUST1808,51,9,Month-to-Month,Fiber Optic,Yes,Bank Transfer,112.25,1020.74,1
CUST1809,28,41,Month-to-Month,Fiber Optic,No,Electronic Check,75.7,3101.51,1
CUST1810,49,3,Month-to-Month,DSL,No,Mailed Check,31.69,80.71,1
CUST1811,65,44,Month-to-Month,DSL,Yes,Credit Card,59.38,2634.12,0
CUST1812,48,32,Two Year,Fiber Optic,Yes,Credit Card,34.03,1054.49,0
CUST1813,64,70,One Year,No Internet,No,Bank Transfer,83.03,5904.36,0
CUST1814,65,71,Two Year,Fiber Optic,Yes,Bank Transfer,55.72,3924.45,0
CUST1815,48,40,Month-to-Month,DSL,Yes,Mailed Check,20.45,888.82,0
CUST1816,47,20,Month-to-Month,No Internet,No,Mailed Check,107.8,2253.72,1
CUST1817,44,25,One Year,Fiber Optic,No,Electronic Check,89.88,2252.72,1
CUST1818,46,44,One Year,No Internet,Yes,Credit Card,53.07,2326.18,0
CUST1819,51,61,Two Year,Fiber Optic,No,Bank Transfer,20.33,1233.63,0
CUST1820,43,49,Month-to-Month,No Internet,No,Bank Transfer,66.78,3242.78,0
CUST1821,54,53,Month-to-Month,Fiber Optic,No,Credit Card,22.28,1103.71,1
CUST1822,62,34,Month-to-Month,No Internet,Yes,Bank Transfer,113.86,3822.17,1
CUST1823,58,11,Two Year,Fiber Optic,Yes,Bank Transfer,79.05,834.48,0
CUST1824,59,63,Month-to-Month,Fiber Optic,No,Bank Transfer,72.43,4613.01,0
CUST1825,20,59,Month-to-Month,DSL,No,Bank Transfer,74.36,4427.26,0
CUST1826,61,20,Month-to-Month,No Internet,No,Bank Transfer,104.97,2084.3,1
CUST1827,44,22,Month-to-Month,No Internet,No,Credit Card,43.96,996.16,1
CUST1828,24,24,One Year,No Internet,No,Electronic Check,107.67,2564.23,0
CUST1829,47,4,Two Year,Fiber Optic,Yes,Credit Card,58.34,243.93,1
CUST1830,47,27,One Year,DSL,No,Bank Transfer,109.51,2936.01,0
CUST1831,68,23,Two Year,Fiber Optic,Yes,Mailed Check,83.55,1904.86,0
CUST1832,25,27,Month-to-Month,DSL,Yes,Credit Card,20.17,583.11,1
CUST1833,54,67,Month-to-Month,Fiber Optic,Yes,Mailed Check,104.02,6919.3,0
CUST1834,54,63,Month-to-Month,DSL,No,Bank Transfer,42.38,2697.72,0
CUST1835,29,19,Two Year,No Internet,No,Electronic Check,77.15,1429.18,1
CUST1836,61,32,Month-to-Month,No Internet,No,Credit Card,55.16,1852.31,0
CUST1837,27,37,Month-to-Month,DSL,Yes,Electronic Check,78.57,2899.05,0
CUST1838,39,31,Two Year,Fiber Optic,No,Credit Card,46.59,1317.76,0
CUST1839,29,16,One Year,Fiber Optic,No,Credit Card,97.02,1570.51,0
CUST1840,46,16,Month-to-Month,DSL,Yes,Mailed Check,93.94,1502.81,1
CUST1841,62,12,Month-to-Month,DSL,Yes,Mailed Check,92.76,1181.27,1
CUST1842,25,36,Month-to-Month,Fiber Optic,No,Bank Transfer,38.92,1405.93,1
CUST1843,33,17,Two Year,DSL,No,Mailed Check,24.06,377.47,0
CUST1844,19,50,Month-to-Month,DSL,No,Credit Card,39.0,2002.75,1
CUST1845,73,33,Month-to-Month,Fiber Optic,Yes,Mailed Check,73.68,2440.24,1
CUST1846,71,13,Month-to-Month,DSL,Yes,Credit Card,54.96,759.12,1
CUST1847,61,12,Month-to-Month,Fiber Optic,No,Electronic Check,77.81,893.2,1
CUST1848,42,64,One Year,Fiber Optic,Yes,Mailed Check,38.55,2560.28,0
CUST1849,44,30,Month-to-Month,DSL,Yes,Bank Transfer,21.89,659.82,0
CUST1850,68,36,Month-to-Month,DSL,No,Bank Transfer,26.87,853.39,1
CUST1851,44,17,Two Year,DSL,No,Bank Transfer,22.69,424.98,0
CUST1852,60,46,Month-to-Month,DSL,Yes,Electronic Check,72.85,3330.53,1
CUST1853,51,22,One Year,DSL,No,Bank Transfer,33.91,773.43,0
CUST1854,58,35,Month-to-Month,No Internet,No,Bank Transfer,104.78,3673.9,0
CUST1855,39,53,Month-to-Month,Fiber Optic,No,Mailed Check,71.58,3747.42,1
CUST1856,60,54,Month-to-Month,Fiber Optic,Yes,Credit Card,67.71,3575.19,0
CUST1857,45,18,Month-to-Month,Fiber Optic,Yes,Bank Transfer,23.92,418.65,0
CUST1858,18,23,Month-to-Month,Fiber Optic,No,Mailed Check,108.81,2511.26,1
CUST1859,36,48,Month-to-Month,Fiber Optic,No,Electronic Check,56.07,2672.1,1
CUST1860,32,4,Month-to-Month,DSL,Yes,Credit Card,116.94,499.06,1
CUST1861,21,15,One Year,DSL,Yes,Mailed Check,43.94,700.99,1
CUST1862,32,42,Month-to-Month,DSL,No,Mailed Check,107.91,4587.93,1
CUST1863,29,31,Two Year,No Internet,Yes,Electronic Check,22.5,715.79,0
CUST1864,35,21,One Year,Fiber Optic,No,Bank Transfer,78.6,1599.44,1
CUST1865,62,68,Month-to-Month,DSL,Yes,Credit Card,42.6,2872.67,0
CUST1866,66,6,Two Year,No Internet,Yes,Bank Transfer,116.47,712.31,0
CUST1867,60,56,One Year,DSL,No,Credit Card,87.73,4978.15,0
CUST1868,38,9,Two Year,No Internet,No,Mailed Check,55.59,522.38,1
CUST1869,28,14,One Year,Fiber Optic,Yes,Electronic Check,36.26,495.51,0
CUST1870,21,49,Month-to-Month,Fiber Optic,Yes,Credit Card,114.81,5638.51,0
CUST1871,59,40,Two Year,DSL,No,Bank Transfer,67.7,2703.82,0
CUST1872,68,49,One Year,Fiber Optic,No,Mailed Check,113.75,5532.91,1
CUST1873,63,30,One Year,DSL,No,Credit Card,23.18,752.53,0
CUST1874,72,13,Month-to-Month,DSL,Yes,Credit Card,91.28,1226.75,0
CUST1875,34,58,Month-to-Month,DSL,No,Mailed Check,81.95,4731.93,0
CUST1876,25,41,Month-to-Month,DSL,No,Electronic Check,73.15,3039.62,1
CUST1877,53,12,Month-to-Month,DSL,No,Electronic Check,65.12,730.61,1
CUST1878,38,66,Month-to-Month,No Internet,Yes,Bank Transfer,117.96,7752.35,0
CUST1879,49,42,One Year,Fiber Optic,No,Credit Card,109.62,4671.74,1
CUST1880,22,2,Two Year,DSL,No,Bank Transfer,39.71,55.88,1
CUST1881,58,13,Month-to-Month,DSL,Yes,Bank Transfer,86.32,1055.91,1
CUST1882,40,7,One Year,DSL,No,Bank Transfer,114.06,800.93,1
CUST1883,27,48,Month-to-Month,DSL,Yes,Electronic Check,59.2,2788.79,0
CUST1884,38,11,Month-to-Month,DSL,Yes,Bank Transfer,71.43,870.97,1
CUST1885,32,55,Month-to-Month,DSL,No,Electronic Check,77.09,4297.79,1
CUST1886,31,26,Two Year,Fiber Optic,No,Bank Transfer,111.68,2984.56,0
CUST1887,62,49,One Year,Fiber Optic,No,Credit Card,44.92,2232.94,0
CUST1888,21,39,Two Year,No Internet,Yes,Bank Transfer,92.38,3567.13,0
CUST1889,21,55,One Year,No Internet,No,Bank Transfer,50.93,2754.71,0
CUST1890,66,71,One Year,DSL,No,Credit Card,72.49,5142.73,1
CUST1891,30,57,Month-to-Month,Fiber Optic,Yes,Electronic Check,87.46,4932.96,0
CUST1892,35,15,One Year,Fiber Optic,Yes,Electronic Check,60.32,894.32,0
CUST1893,22,2,Month-to-Month,DSL,Yes,Credit Card,38.93,22.18,1
CUST1894,21,31,Month-to-Month,No Internet,Yes,Electronic Check,44.79,1363.68,0
CUST1895,34,60,Month-to-Month,No Internet,No,Credit Card,86.9,5315.22,1
CUST1896,67,65,Month-to-Month,DSL,No,Bank Transfer,27.43,1800.31,0
CUST1897,62,29,One Year,No Internet,No,Electronic Check,32.49,938.56,1
CUST1898,25,6,One Year,No Internet,No,Electronic Check,39.08,244.02,1
CUST1899,41,21,Month-to-Month,Fiber Optic,Yes,Mailed Check,90.38,1843.77,1
CUST1900,73,41,Month-to-Month,Fiber Optic,No,Electronic Check,84.9,3521.12,1
CUST1901,32,66,Month-to-Month,Fiber Optic,Yes,Mailed Check,100.54,6640.0,1
CUST1902,69,59,Two Year,Fiber Optic,Yes,Bank Transfer,114.45,6767.92,0
CUST1903,46,46,Two Year,Fiber Optic,No,Bank Transfer,81.72,3807.91,0
CUST1904,36,16,Two Year,Fiber Optic,Yes,Electronic Check,99.75,1648.7,0
CUST1905,64,54,Two Year,No Internet,Yes,Electronic Check,102.56,5583.45,0
CUST1906,62,10,Month-to-Month,DSL,Yes,Credit Card,76.55,809.21,1
CUST1907,54,26,One Year,Fiber Optic,No,Mailed Check,58.77,1518.71,1
CUST1908,72,34,Month-to-Month,Fiber Optic,Yes,Electronic Check,101.54,3478.7,1
CUST1909,30,3,One Year,Fiber Optic,Yes,Mailed Check,54.71,191.95,0
CUST1910,18,39,Two Year,DSL,No,Electronic Check,82.32,3094.86,0
CUST1911,73,1,Month-to-Month,DSL,Yes,Electronic Check,63.12,93.74,1
CUST1912,65,65,Month-to-Month,DSL,No,Bank Transfer,32.08,2117.06,0
CUST1913,73,9,Month-to-Month,Fiber Optic,No,Electronic Check,30.05,279.81,1
CUST1914,19,7,Two Year,Fiber Optic,No,Electronic Check,30.5,317.9,1
CUST1915,25,8,One Year,DSL,No,Electronic Check,43.52,304.7,0
CUST1916,28,5,Month-to-Month,DSL,Yes,Credit Card,27.01,205.62,1
CUST1917,34,70,Month-to-Month,DSL,Yes,Mailed Check,91.11,6317.82,1
CUST1918,19,61,Two Year,Fiber Optic,No,Electronic Check,49.58,3028.87,0
CUST1919,39,48,Month-to-Month,DSL,Yes,Electronic Check,88.21,4280.46,1
CUST1920,74,63,One Year,Fiber Optic,No,Credit Card,90.87,5811.91,0
CUST1921,72,31,Month-to-Month,Fiber Optic,Yes,Bank Transfer,88.47,2721.91,1
CUST1922,26,50,Month-to-Month,DSL,Yes,Electronic Check,97.24,4892.1,0
CUST1923,44,6,Two Year,Fiber Optic,Yes,Credit Card,71.73,348.27,0
CUST1924,23,62,Month-to-Month,DSL,No,Electronic Check,90.2,5512.94,0
CUST1925,57,1,One Year,Fiber Optic,No,Electronic Check,107.76,130.75,1
CUST1926,62,40,One Year,No Internet,No,Electronic Check,30.86,1226.82,1
CUST1927,31,17,Month-to-Month,Fiber Optic,Yes,Electronic Check,47.73,799.11,1
CUST1928,68,57,Month-to-Month,DSL,Yes,Mailed Check,79.76,4514.16,1
CUST1929,43,68,Two Year,Fiber Optic,No,Mailed Check,113.32,7713.44,0
CUST1930,53,5,Two Year,No Internet,No,Bank Transfer,34.61,163.16,0
CUST1931,22,7,Two Year,Fiber Optic,Yes,Electronic Check,58.43,417.52,0
CUST1932,25,38,Month-to-Month,Fiber Optic,No,Mailed Check,26.92,1055.68,0
CUST1933,54,7,Month-to-Month,Fiber Optic,Yes,Electronic Check,113.4,706.49,1
CUST1934,51,8,Month-to-Month,DSL,Yes,Electronic Check,50.94,495.93,0
CUST1935,29,7,Two Year,Fiber Optic,Yes,Electronic Check,75.58,513.66,0
CUST1936,64,48,Two Year,No Internet,No,Credit Card,29.38,1420.68,0
CUST1937,71,53,One Year,Fiber Optic,No,Mailed Check,100.08,5323.44,0
CUST1938,48,34,Two Year,DSL,Yes,Mailed Check,25.09,826.0,0
CUST1939,57,47,One Year,Fiber Optic,No,Mailed Check,41.73,1971.88,0
CUST1940,35,25,One Year,Fiber Optic,Yes,Credit Card,23.35,474.4,0
CUST1941,26,49,Month-to-Month,DSL,Yes,Credit Card,30.34,1512.2,0
CUST1942,59,59,One Year,DSL,No,Bank Transfer,87.16,5198.45,0
CUST1943,35,16,Month-to-Month,Fiber Optic,No,Bank Transfer,47.55,782.73,1
CUST1944,31,66,Month-to-Month,DSL,Yes,Mailed Check,69.05,4674.91,0
CUST1945,31,8,One Year,No Internet,No,Bank Transfer,83.21,697.62,1
CUST1946,22,30,Month-to-Month,DSL,No,Bank Transfer,68.32,2017.21,1
CUST1947,62,27,One Year,Fiber Optic,No,Mailed Check,55.6,1555.29,1
CUST1948,57,28,Month-to-Month,DSL,No,Electronic Check,115.6,3205.65,1
CUST1949,52,48,One Year,DSL,No,Electronic Check,100.36,4826.92,0
CUST1950,24,47,One Year,Fiber Optic,No,Bank Transfer,39.09,1825.44,0
CUST1951,54,53,Two Year,Fiber Optic,No,Credit Card,98.49,5121.56,0
CUST1952,53,4,Month-to-Month,No Internet,Yes,Mailed Check,58.58,275.56,1
CUST1953,68,28,One Year,Fiber Optic,No,Mailed Check,25.27,745.25,0
CUST1954,28,17,Month-to-Month,Fiber Optic,Yes,Mailed Check,58.57,936.69,1
CUST1955,26,60,Month-to-Month,DSL,Yes,Credit Card,36.72,2198.79,1
CUST1956,35,54,Month-to-Month,DSL,Yes,Mailed Check,93.17,5001.4,1
CUST1957,28,19,Month-to-Month,Fiber Optic,No,Credit Card,60.9,1110.14,1
CUST1958,71,10,One Year,Fiber Optic,Yes,Bank Transfer,99.74,963.09,1
CUST1959,47,45,Month-to-Month,Fiber Optic,No,Bank Transfer,116.43,5276.77,1
CUST1960,28,10,Two Year,DSL,Yes,Mailed Check,66.33,724.98,0
CUST1961,48,3,Month-to-Month,DSL,No,Credit Card,48.16,177.01,0
CUST1962,46,69,One Year,Fiber Optic,Yes,Credit Card,80.48,5577.5,0
CUST1963,54,3,Two Year,Fiber Optic,No,Mailed Check,72.34,219.81,1
CUST1964,74,70,Month-to-Month,No Internet,Yes,Bank Transfer,74.73,5243.68,0
CUST1965,30,67,Month-to-Month,DSL,Yes,Bank Transfer,62.49,4301.82,0
CUST1966,35,50,One Year,No Internet,Yes,Bank Transfer,59.87,2994.78,0
CUST1967,59,67,Month-to-Month,Fiber Optic,No,Credit Card,50.93,3414.75,1
CUST1968,26,25,Month-to-Month,No Internet,Yes,Mailed Check,111.37,2812.14,1
CUST1969,59,50,Month-to-Month,Fiber Optic,No,Credit Card,79.12,3894.29,1
CUST1970,40,47,Two Year,DSL,No,Electronic Check,98.79,4704.45,0
CUST1971,49,39,Month-to-Month,Fiber Optic,No,Mailed Check,63.5,2493.05,1
